Cornell
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.7436, Train F1: 0.5977, Val F1: 0.5593, Test F1: 0.5946
*Epoch 81, model saved with Loss: 0.1341, Train F1: 1.0000, Val F1: 0.7797, Test F1: 0.7027
*Epoch 82, model saved with Loss: 0.1769, Train F1: 1.0000, Val F1: 0.7797, Test F1: 0.7027
*Epoch 83, model saved with Loss: 0.0978, Train F1: 1.0000, Val F1: 0.7797, Test F1: 0.7297
*Epoch 84, model saved with Loss: 0.1169, Train F1: 1.0000, Val F1: 0.7797, Test F1: 0.7297
*Epoch 85, model saved with Loss: 0.1290, Train F1: 1.0000, Val F1: 0.7797, Test F1: 0.7297
Epoch 100, Loss: 0.0961, Train F1: 1.0000, Val F1: 0.7627, Test F1: 0.7027
Epoch 200, Loss: 0.0291, Train F1: 1.0000, Val F1: 0.7627, Test F1: 0.7297
Mean epoch time of run 0.0107
Iteration:  250
Best Test F1 throughout: 0.7297
Loading best model for final evaluation at val: 0.7797
Best Test F1 after loading saved model: 0.7297
---------------Stats-----------
Mean training epoch runtime: 0.0120
Mean Std of Best Test we could do F1 Score: 0.7622 +/- 0.0315
Mean Std of Test at best Val F1 Score: 0.7405 +/- 0.0276
Mean Std of Loaded best Val model Test F1 Score: 0.7405 +/- 0.0276
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
Cornell
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.6550, Train F1: 0.5402, Val F1: 0.5932, Test F1: 0.4054
Epoch 0, Loss: 1.6550, Train F1: 0.5402, Val F1: 0.5932, Test F1: 0.4054
*Epoch 6, model saved with Loss: 1.1546, Train F1: 0.7356, Val F1: 0.5932, Test F1: 0.4595
*Epoch 8, model saved with Loss: 1.8682, Train F1: 0.8046, Val F1: 0.5932, Test F1: 0.4324
*Epoch 11, model saved with Loss: 1.0067, Train F1: 0.8391, Val F1: 0.5932, Test F1: 0.4865
Epoch 100, Loss: 0.9224, Train F1: 1.0000, Val F1: 0.4576, Test F1: 0.3514
Epoch 200, Loss: 0.9189, Train F1: 0.9885, Val F1: 0.4068, Test F1: 0.3243
Mean epoch time of run 0.0104
Iteration:  250
Best Test F1 throughout: 0.5405
Loading best model for final evaluation at val: 0.5932
Best Test F1 after loading saved model: 0.4865
Run: 1
*Epoch 0, model saved with Loss: 2.4105, Train F1: 0.4368, Val F1: 0.5254, Test F1: 0.3784
Epoch 0, Loss: 2.4105, Train F1: 0.4368, Val F1: 0.5254, Test F1: 0.3784
*Epoch 1, model saved with Loss: 2.1781, Train F1: 0.5517, Val F1: 0.5254, Test F1: 0.3514
*Epoch 2, model saved with Loss: 1.3362, Train F1: 0.6322, Val F1: 0.5424, Test F1: 0.4054
*Epoch 3, model saved with Loss: 1.3303, Train F1: 0.6782, Val F1: 0.5593, Test F1: 0.4595
Epoch 100, Loss: 1.0706, Train F1: 0.9540, Val F1: 0.4576, Test F1: 0.4054
Epoch 200, Loss: 1.0490, Train F1: 0.9885, Val F1: 0.4237, Test F1: 0.3514
Mean epoch time of run 0.0102
Iteration:  250
Best Test F1 throughout: 0.5135
Loading best model for final evaluation at val: 0.5593
Best Test F1 after loading saved model: 0.4595
Run: 2
*Epoch 0, model saved with Loss: 1.6663, Train F1: 0.5287, Val F1: 0.4068, Test F1: 0.2703
Epoch 0, Loss: 1.6663, Train F1: 0.5287, Val F1: 0.4068, Test F1: 0.2703
*Epoch 1, model saved with Loss: 2.2898, Train F1: 0.5402, Val F1: 0.5254, Test F1: 0.4324
*Epoch 2, model saved with Loss: 1.4225, Train F1: 0.5517, Val F1: 0.5424, Test F1: 0.4054
*Epoch 3, model saved with Loss: 2.0881, Train F1: 0.5862, Val F1: 0.5593, Test F1: 0.4324
Epoch 100, Loss: 0.8151, Train F1: 0.9885, Val F1: 0.4237, Test F1: 0.2973
Epoch 200, Loss: 0.8887, Train F1: 1.0000, Val F1: 0.3729, Test F1: 0.2973
Mean epoch time of run 0.0091
Iteration:  250
Best Test F1 throughout: 0.4865
Loading best model for final evaluation at val: 0.5593
Best Test F1 after loading saved model: 0.4324
Run: 3
*Epoch 0, model saved with Loss: 1.6287, Train F1: 0.4598, Val F1: 0.5085, Test F1: 0.4054
Epoch 0, Loss: 1.6287, Train F1: 0.4598, Val F1: 0.5085, Test F1: 0.4054
*Epoch 1, model saved with Loss: 2.2795, Train F1: 0.5517, Val F1: 0.5254, Test F1: 0.4324
*Epoch 2, model saved with Loss: 1.5130, Train F1: 0.5977, Val F1: 0.5424, Test F1: 0.3784
*Epoch 4, model saved with Loss: 1.3712, Train F1: 0.6437, Val F1: 0.5424, Test F1: 0.4324
*Epoch 5, model saved with Loss: 1.1941, Train F1: 0.6437, Val F1: 0.5424, Test F1: 0.4595
*Epoch 7, model saved with Loss: 1.2002, Train F1: 0.7011, Val F1: 0.5424, Test F1: 0.4054
*Epoch 8, model saved with Loss: 0.9645, Train F1: 0.7586, Val F1: 0.5424, Test F1: 0.4054
*Epoch 12, model saved with Loss: 1.1116, Train F1: 0.8161, Val F1: 0.5593, Test F1: 0.4595
*Epoch 13, model saved with Loss: 1.7683, Train F1: 0.8736, Val F1: 0.5763, Test F1: 0.4865
*Epoch 14, model saved with Loss: 1.1387, Train F1: 0.8851, Val F1: 0.5932, Test F1: 0.4324
Epoch 100, Loss: 0.8327, Train F1: 0.9885, Val F1: 0.4237, Test F1: 0.3243
Epoch 200, Loss: 0.8597, Train F1: 0.9770, Val F1: 0.4407, Test F1: 0.4324
Mean epoch time of run 0.0089
Iteration:  250
Best Test F1 throughout: 0.4865
Loading best model for final evaluation at val: 0.5932
Best Test F1 after loading saved model: 0.4324
Run: 4
*Epoch 0, model saved with Loss: 1.7545, Train F1: 0.4713, Val F1: 0.4746, Test F1: 0.3514
Epoch 0, Loss: 1.7545, Train F1: 0.4713, Val F1: 0.4746, Test F1: 0.3514
*Epoch 1, model saved with Loss: 1.5544, Train F1: 0.5517, Val F1: 0.5085, Test F1: 0.3514
*Epoch 2, model saved with Loss: 1.4371, Train F1: 0.5747, Val F1: 0.5254, Test F1: 0.3514
*Epoch 5, model saved with Loss: 1.2314, Train F1: 0.7241, Val F1: 0.5254, Test F1: 0.4324
*Epoch 8, model saved with Loss: 1.9142, Train F1: 0.7816, Val F1: 0.5254, Test F1: 0.4595
*Epoch 9, model saved with Loss: 1.7071, Train F1: 0.8161, Val F1: 0.5254, Test F1: 0.4324
*Epoch 15, model saved with Loss: 1.5544, Train F1: 0.8851, Val F1: 0.5254, Test F1: 0.4054
*Epoch 18, model saved with Loss: 0.9234, Train F1: 0.9195, Val F1: 0.5424, Test F1: 0.4595
Epoch 100, Loss: 1.0687, Train F1: 1.0000, Val F1: 0.3898, Test F1: 0.3243
Epoch 200, Loss: 1.0253, Train F1: 1.0000, Val F1: 0.3729, Test F1: 0.3243
Mean epoch time of run 0.0091
Iteration:  250
Best Test F1 throughout: 0.4865
Loading best model for final evaluation at val: 0.5424
Best Test F1 after loading saved model: 0.5135
---------------Stats-----------
Mean training epoch runtime: 0.0096
Mean Std of Best Test we could do F1 Score: 0.5027 +/- 0.0216
Mean Std of Test at best Val F1 Score: 0.4541 +/- 0.0202
Mean Std of Loaded best Val model Test F1 Score: 0.4649 +/- 0.0315
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
Texas
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 2.4268, Train F1: 0.7126, Val F1: 0.4746, Test F1: 0.5676
Epoch 0, Loss: 2.4268, Train F1: 0.7126, Val F1: 0.4746, Test F1: 0.5676
*Epoch 1, model saved with Loss: 2.1311, Train F1: 0.6322, Val F1: 0.5254, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.1626, Train F1: 0.6552, Val F1: 0.5254, Test F1: 0.6486
*Epoch 3, model saved with Loss: 1.7740, Train F1: 0.7126, Val F1: 0.5254, Test F1: 0.6486
*Epoch 4, model saved with Loss: 1.6414, Train F1: 0.7931, Val F1: 0.5424, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.4411, Train F1: 0.8621, Val F1: 0.5763, Test F1: 0.6486
*Epoch 6, model saved with Loss: 1.3358, Train F1: 0.8736, Val F1: 0.6102, Test F1: 0.6486
*Epoch 8, model saved with Loss: 1.0984, Train F1: 0.9195, Val F1: 0.6102, Test F1: 0.6216
*Epoch 9, model saved with Loss: 0.9840, Train F1: 0.9080, Val F1: 0.6102, Test F1: 0.6216
*Epoch 10, model saved with Loss: 0.9033, Train F1: 0.9310, Val F1: 0.6441, Test F1: 0.6216
*Epoch 11, model saved with Loss: 0.8950, Train F1: 0.9310, Val F1: 0.6441, Test F1: 0.6486
*Epoch 16, model saved with Loss: 0.6221, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.6486
Epoch 100, Loss: 0.1145, Train F1: 1.0000, Val F1: 0.5593, Test F1: 0.5135
Epoch 200, Loss: 0.0608, Train F1: 1.0000, Val F1: 0.5932, Test F1: 0.5405
Mean epoch time of run 0.0134
Iteration:  250
Best Test F1 throughout: 0.6757
Loading best model for final evaluation at val: 0.6610
Best Test F1 after loading saved model: 0.6486
Run: 1
*Epoch 0, model saved with Loss: 1.5727, Train F1: 0.5977, Val F1: 0.2203, Test F1: 0.3784
Epoch 0, Loss: 1.5727, Train F1: 0.5977, Val F1: 0.2203, Test F1: 0.3784
*Epoch 1, model saved with Loss: 1.3394, Train F1: 0.6092, Val F1: 0.5254, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.9054, Train F1: 0.6437, Val F1: 0.5254, Test F1: 0.6486
*Epoch 3, model saved with Loss: 0.9916, Train F1: 0.6437, Val F1: 0.5424, Test F1: 0.6486
*Epoch 4, model saved with Loss: 0.9519, Train F1: 0.7356, Val F1: 0.5593, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.6188, Train F1: 0.8276, Val F1: 0.5763, Test F1: 0.6486
*Epoch 6, model saved with Loss: 1.4388, Train F1: 0.8851, Val F1: 0.6441, Test F1: 0.6486
*Epoch 8, model saved with Loss: 1.2089, Train F1: 0.9195, Val F1: 0.6780, Test F1: 0.7027
*Epoch 9, model saved with Loss: 1.1007, Train F1: 0.9310, Val F1: 0.6780, Test F1: 0.6757
*Epoch 10, model saved with Loss: 1.0370, Train F1: 0.9540, Val F1: 0.6780, Test F1: 0.6486
*Epoch 11, model saved with Loss: 0.9425, Train F1: 0.9540, Val F1: 0.6780, Test F1: 0.6486
*Epoch 12, model saved with Loss: 0.8031, Train F1: 0.9540, Val F1: 0.6780, Test F1: 0.7027
*Epoch 13, model saved with Loss: 0.7713, Train F1: 0.9655, Val F1: 0.6949, Test F1: 0.7027
*Epoch 18, model saved with Loss: 0.6649, Train F1: 0.9770, Val F1: 0.6949, Test F1: 0.6757
Epoch 100, Loss: 0.1131, Train F1: 1.0000, Val F1: 0.5932, Test F1: 0.4865
Epoch 200, Loss: 0.0841, Train F1: 1.0000, Val F1: 0.5085, Test F1: 0.4595
Mean epoch time of run 0.0108
Iteration:  250
Best Test F1 throughout: 0.7027
Loading best model for final evaluation at val: 0.6949
Best Test F1 after loading saved model: 0.6216
Run: 2
*Epoch 0, model saved with Loss: 1.6514, Train F1: 0.5862, Val F1: 0.4915, Test F1: 0.5405
Epoch 0, Loss: 1.6514, Train F1: 0.5862, Val F1: 0.4915, Test F1: 0.5405
*Epoch 1, model saved with Loss: 2.1335, Train F1: 0.6207, Val F1: 0.5424, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.9423, Train F1: 0.6207, Val F1: 0.5593, Test F1: 0.6486
*Epoch 3, model saved with Loss: 1.0340, Train F1: 0.6667, Val F1: 0.5763, Test F1: 0.6486
*Epoch 4, model saved with Loss: 1.6874, Train F1: 0.7701, Val F1: 0.5763, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.5968, Train F1: 0.7931, Val F1: 0.5763, Test F1: 0.6216
*Epoch 6, model saved with Loss: 1.3887, Train F1: 0.8161, Val F1: 0.5763, Test F1: 0.6216
*Epoch 7, model saved with Loss: 1.3522, Train F1: 0.8621, Val F1: 0.6271, Test F1: 0.6486
*Epoch 8, model saved with Loss: 1.1526, Train F1: 0.8851, Val F1: 0.6441, Test F1: 0.6216
*Epoch 9, model saved with Loss: 1.0676, Train F1: 0.9080, Val F1: 0.6780, Test F1: 0.6486
Epoch 100, Loss: 0.1471, Train F1: 1.0000, Val F1: 0.5763, Test F1: 0.5676
Epoch 200, Loss: 0.1136, Train F1: 1.0000, Val F1: 0.5763, Test F1: 0.4865
Mean epoch time of run 0.0119
Iteration:  250
Best Test F1 throughout: 0.7297
Loading best model for final evaluation at val: 0.6780
Best Test F1 after loading saved model: 0.7027
Run: 3
*Epoch 0, model saved with Loss: 1.7733, Train F1: 0.4943, Val F1: 0.5085, Test F1: 0.5405
Epoch 0, Loss: 1.7733, Train F1: 0.4943, Val F1: 0.5085, Test F1: 0.5405
*Epoch 1, model saved with Loss: 2.1948, Train F1: 0.6322, Val F1: 0.5424, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.1901, Train F1: 0.6437, Val F1: 0.5424, Test F1: 0.6486
*Epoch 3, model saved with Loss: 1.0412, Train F1: 0.7356, Val F1: 0.5424, Test F1: 0.6486
*Epoch 4, model saved with Loss: 1.7203, Train F1: 0.7701, Val F1: 0.5424, Test F1: 0.6757
*Epoch 5, model saved with Loss: 0.8759, Train F1: 0.8506, Val F1: 0.5763, Test F1: 0.6757
*Epoch 6, model saved with Loss: 1.5472, Train F1: 0.8851, Val F1: 0.5763, Test F1: 0.6757
*Epoch 7, model saved with Loss: 1.4290, Train F1: 0.8851, Val F1: 0.5932, Test F1: 0.6757
*Epoch 10, model saved with Loss: 1.0903, Train F1: 0.9080, Val F1: 0.6271, Test F1: 0.7568
*Epoch 11, model saved with Loss: 0.9633, Train F1: 0.9310, Val F1: 0.6271, Test F1: 0.7568
*Epoch 12, model saved with Loss: 0.8710, Train F1: 0.9310, Val F1: 0.6271, Test F1: 0.7568
*Epoch 13, model saved with Loss: 0.8109, Train F1: 0.9310, Val F1: 0.6610, Test F1: 0.7568
*Epoch 15, model saved with Loss: 0.7611, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.7297
*Epoch 18, model saved with Loss: 0.6041, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.7027
*Epoch 19, model saved with Loss: 0.5880, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.7297
*Epoch 20, model saved with Loss: 0.6010, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.7027
*Epoch 21, model saved with Loss: 0.5143, Train F1: 0.9655, Val F1: 0.6610, Test F1: 0.7027
*Epoch 22, model saved with Loss: 0.4771, Train F1: 0.9770, Val F1: 0.6780, Test F1: 0.7027
Epoch 100, Loss: 0.1475, Train F1: 1.0000, Val F1: 0.5932, Test F1: 0.5405
Epoch 200, Loss: 0.0753, Train F1: 1.0000, Val F1: 0.5932, Test F1: 0.4595
Mean epoch time of run 0.0110
Iteration:  250
Best Test F1 throughout: 0.7568
Loading best model for final evaluation at val: 0.6780
Best Test F1 after loading saved model: 0.6486
Run: 4
*Epoch 0, model saved with Loss: 1.5566, Train F1: 0.5747, Val F1: 0.4915, Test F1: 0.6216
Epoch 0, Loss: 1.5566, Train F1: 0.5747, Val F1: 0.4915, Test F1: 0.6216
*Epoch 1, model saved with Loss: 2.1265, Train F1: 0.5402, Val F1: 0.5254, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.9572, Train F1: 0.5632, Val F1: 0.5254, Test F1: 0.6486
*Epoch 3, model saved with Loss: 1.0522, Train F1: 0.5977, Val F1: 0.5254, Test F1: 0.6486
*Epoch 4, model saved with Loss: 0.9545, Train F1: 0.7126, Val F1: 0.5254, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.6566, Train F1: 0.8391, Val F1: 0.5254, Test F1: 0.6486
*Epoch 6, model saved with Loss: 0.8146, Train F1: 0.8851, Val F1: 0.5424, Test F1: 0.6757
*Epoch 7, model saved with Loss: 1.4797, Train F1: 0.8966, Val F1: 0.5932, Test F1: 0.7027
*Epoch 9, model saved with Loss: 1.1705, Train F1: 0.9310, Val F1: 0.6271, Test F1: 0.6757
*Epoch 13, model saved with Loss: 0.8205, Train F1: 0.9425, Val F1: 0.6441, Test F1: 0.7027
*Epoch 14, model saved with Loss: 0.7382, Train F1: 0.9655, Val F1: 0.6441, Test F1: 0.7027
*Epoch 43, model saved with Loss: 0.2976, Train F1: 1.0000, Val F1: 0.6610, Test F1: 0.5676
Epoch 100, Loss: 0.1370, Train F1: 1.0000, Val F1: 0.6271, Test F1: 0.5405
Epoch 200, Loss: 0.1466, Train F1: 1.0000, Val F1: 0.5424, Test F1: 0.5135
Mean epoch time of run 0.0116
Iteration:  250
Best Test F1 throughout: 0.7027
Loading best model for final evaluation at val: 0.6610
Best Test F1 after loading saved model: 0.5676
---------------Stats-----------
Mean training epoch runtime: 0.0117
Mean Std of Best Test we could do F1 Score: 0.7135 +/- 0.0276
Mean Std of Test at best Val F1 Score: 0.6486 +/- 0.0452
Mean Std of Loaded best Val model Test F1 Score: 0.6378 +/- 0.0439
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
Texas
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.6817, Train F1: 0.5632, Val F1: 0.4576, Test F1: 0.6216
Epoch 0, Loss: 1.6817, Train F1: 0.5632, Val F1: 0.4576, Test F1: 0.6216
*Epoch 1, model saved with Loss: 1.4743, Train F1: 0.5977, Val F1: 0.5424, Test F1: 0.6486
*Epoch 2, model saved with Loss: 2.1481, Train F1: 0.6092, Val F1: 0.5424, Test F1: 0.6486
*Epoch 3, model saved with Loss: 2.0131, Train F1: 0.6667, Val F1: 0.5424, Test F1: 0.6216
*Epoch 8, model saved with Loss: 1.8704, Train F1: 0.8391, Val F1: 0.5424, Test F1: 0.7297
*Epoch 9, model saved with Loss: 1.7685, Train F1: 0.8621, Val F1: 0.5424, Test F1: 0.6757
*Epoch 10, model saved with Loss: 0.9719, Train F1: 0.8966, Val F1: 0.5763, Test F1: 0.7027
*Epoch 11, model saved with Loss: 1.0724, Train F1: 0.9195, Val F1: 0.5932, Test F1: 0.7027
*Epoch 13, model saved with Loss: 0.9542, Train F1: 0.9195, Val F1: 0.5932, Test F1: 0.6757
*Epoch 14, model saved with Loss: 1.6675, Train F1: 0.9195, Val F1: 0.6610, Test F1: 0.6216
*Epoch 15, model saved with Loss: 0.9632, Train F1: 0.9080, Val F1: 0.6610, Test F1: 0.6486
*Epoch 17, model saved with Loss: 1.5841, Train F1: 0.9195, Val F1: 0.6949, Test F1: 0.6757
Epoch 100, Loss: 0.8936, Train F1: 0.9770, Val F1: 0.4915, Test F1: 0.4054
Epoch 200, Loss: 0.7667, Train F1: 0.9885, Val F1: 0.4576, Test F1: 0.4324
Mean epoch time of run 0.0114
Iteration:  250
Best Test F1 throughout: 0.7297
Loading best model for final evaluation at val: 0.6949
Best Test F1 after loading saved model: 0.6216
Run: 1
*Epoch 0, model saved with Loss: 1.5723, Train F1: 0.5747, Val F1: 0.5424, Test F1: 0.6486
Epoch 0, Loss: 1.5723, Train F1: 0.5747, Val F1: 0.5424, Test F1: 0.6486
*Epoch 1, model saved with Loss: 1.4447, Train F1: 0.6092, Val F1: 0.5424, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.2422, Train F1: 0.6092, Val F1: 0.5424, Test F1: 0.6216
*Epoch 3, model saved with Loss: 1.2211, Train F1: 0.6092, Val F1: 0.5424, Test F1: 0.6486
*Epoch 4, model saved with Loss: 1.0823, Train F1: 0.7356, Val F1: 0.5932, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.9003, Train F1: 0.8276, Val F1: 0.6102, Test F1: 0.6216
*Epoch 6, model saved with Loss: 0.9781, Train F1: 0.8506, Val F1: 0.6271, Test F1: 0.6486
*Epoch 7, model saved with Loss: 1.0495, Train F1: 0.8966, Val F1: 0.6610, Test F1: 0.6486
*Epoch 10, model saved with Loss: 1.7332, Train F1: 0.8736, Val F1: 0.6610, Test F1: 0.6486
*Epoch 14, model saved with Loss: 1.6460, Train F1: 0.9195, Val F1: 0.6610, Test F1: 0.6486
*Epoch 15, model saved with Loss: 0.9554, Train F1: 0.8966, Val F1: 0.6610, Test F1: 0.6486
*Epoch 16, model saved with Loss: 0.9247, Train F1: 0.9425, Val F1: 0.6780, Test F1: 0.6486
Epoch 100, Loss: 0.8462, Train F1: 0.9540, Val F1: 0.5085, Test F1: 0.4324
Epoch 200, Loss: 0.7288, Train F1: 0.9885, Val F1: 0.4237, Test F1: 0.3514
Mean epoch time of run 0.0091
Iteration:  250
Best Test F1 throughout: 0.6757
Loading best model for final evaluation at val: 0.6780
Best Test F1 after loading saved model: 0.6216
Run: 2
*Epoch 0, model saved with Loss: 1.6769, Train F1: 0.5977, Val F1: 0.5254, Test F1: 0.6216
Epoch 0, Loss: 1.6769, Train F1: 0.5977, Val F1: 0.5254, Test F1: 0.6216
*Epoch 1, model saved with Loss: 1.4117, Train F1: 0.5747, Val F1: 0.5424, Test F1: 0.6486
*Epoch 6, model saved with Loss: 1.1022, Train F1: 0.8046, Val F1: 0.5424, Test F1: 0.6486
*Epoch 11, model saved with Loss: 1.6868, Train F1: 0.9080, Val F1: 0.5424, Test F1: 0.5946
*Epoch 13, model saved with Loss: 1.6922, Train F1: 0.9195, Val F1: 0.5424, Test F1: 0.5946
*Epoch 14, model saved with Loss: 1.5563, Train F1: 0.8851, Val F1: 0.6102, Test F1: 0.5946
*Epoch 18, model saved with Loss: 0.8886, Train F1: 0.8851, Val F1: 0.6271, Test F1: 0.5946
*Epoch 19, model saved with Loss: 0.9884, Train F1: 0.8851, Val F1: 0.6271, Test F1: 0.5946
*Epoch 20, model saved with Loss: 1.4523, Train F1: 0.8736, Val F1: 0.6271, Test F1: 0.6757
*Epoch 21, model saved with Loss: 1.4646, Train F1: 0.8736, Val F1: 0.6441, Test F1: 0.6486
*Epoch 22, model saved with Loss: 0.9621, Train F1: 0.8851, Val F1: 0.6610, Test F1: 0.6486
*Epoch 27, model saved with Loss: 0.9067, Train F1: 0.9540, Val F1: 0.6610, Test F1: 0.6216
*Epoch 28, model saved with Loss: 0.9565, Train F1: 0.9540, Val F1: 0.6610, Test F1: 0.5946
*Epoch 29, model saved with Loss: 0.7961, Train F1: 0.9425, Val F1: 0.6610, Test F1: 0.5946
Epoch 100, Loss: 0.8299, Train F1: 0.9655, Val F1: 0.5085, Test F1: 0.4324
Epoch 200, Loss: 0.8716, Train F1: 0.9770, Val F1: 0.4915, Test F1: 0.4054
Mean epoch time of run 0.0091
Iteration:  250
Best Test F1 throughout: 0.6757
Loading best model for final evaluation at val: 0.6610
Best Test F1 after loading saved model: 0.6216
Run: 3
*Epoch 0, model saved with Loss: 2.3235, Train F1: 0.5287, Val F1: 0.5254, Test F1: 0.6486
Epoch 0, Loss: 2.3235, Train F1: 0.5287, Val F1: 0.5254, Test F1: 0.6486
*Epoch 1, model saved with Loss: 1.3072, Train F1: 0.5287, Val F1: 0.5254, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.4440, Train F1: 0.5747, Val F1: 0.5254, Test F1: 0.6486
*Epoch 3, model saved with Loss: 2.0279, Train F1: 0.5747, Val F1: 0.5254, Test F1: 0.6486
*Epoch 4, model saved with Loss: 2.0011, Train F1: 0.6552, Val F1: 0.5254, Test F1: 0.6216
*Epoch 5, model saved with Loss: 1.9490, Train F1: 0.7471, Val F1: 0.5763, Test F1: 0.6216
*Epoch 6, model saved with Loss: 1.8155, Train F1: 0.8276, Val F1: 0.6102, Test F1: 0.6486
*Epoch 10, model saved with Loss: 0.9554, Train F1: 0.8736, Val F1: 0.6441, Test F1: 0.6216
*Epoch 15, model saved with Loss: 1.5916, Train F1: 0.9310, Val F1: 0.6441, Test F1: 0.6216
*Epoch 16, model saved with Loss: 1.1709, Train F1: 0.9310, Val F1: 0.6441, Test F1: 0.6486
*Epoch 25, model saved with Loss: 0.8802, Train F1: 0.9310, Val F1: 0.6441, Test F1: 0.6486
Epoch 100, Loss: 1.0727, Train F1: 1.0000, Val F1: 0.5254, Test F1: 0.4865
Epoch 200, Loss: 0.8963, Train F1: 1.0000, Val F1: 0.5254, Test F1: 0.3784
Mean epoch time of run 0.0101
Iteration:  250
Best Test F1 throughout: 0.6757
Loading best model for final evaluation at val: 0.6441
Best Test F1 after loading saved model: 0.6486
Run: 4
*Epoch 0, model saved with Loss: 1.5666, Train F1: 0.5862, Val F1: 0.5085, Test F1: 0.6216
Epoch 0, Loss: 1.5666, Train F1: 0.5862, Val F1: 0.5085, Test F1: 0.6216
*Epoch 1, model saved with Loss: 1.4319, Train F1: 0.5977, Val F1: 0.5254, Test F1: 0.6486
*Epoch 2, model saved with Loss: 1.2614, Train F1: 0.5977, Val F1: 0.5254, Test F1: 0.6486
*Epoch 3, model saved with Loss: 1.2683, Train F1: 0.6322, Val F1: 0.5254, Test F1: 0.6486
*Epoch 4, model saved with Loss: 1.2225, Train F1: 0.6667, Val F1: 0.5424, Test F1: 0.6486
*Epoch 5, model saved with Loss: 1.9446, Train F1: 0.7356, Val F1: 0.5593, Test F1: 0.6216
*Epoch 6, model saved with Loss: 1.8752, Train F1: 0.8276, Val F1: 0.5593, Test F1: 0.6216
*Epoch 7, model saved with Loss: 1.1284, Train F1: 0.8506, Val F1: 0.6441, Test F1: 0.6216
*Epoch 10, model saved with Loss: 1.0559, Train F1: 0.8621, Val F1: 0.6610, Test F1: 0.6757
*Epoch 16, model saved with Loss: 0.9131, Train F1: 0.8966, Val F1: 0.6610, Test F1: 0.5676
*Epoch 25, model saved with Loss: 0.9062, Train F1: 0.9425, Val F1: 0.6610, Test F1: 0.5676
Epoch 100, Loss: 0.8495, Train F1: 0.9885, Val F1: 0.4915, Test F1: 0.4054
Epoch 200, Loss: 0.7497, Train F1: 0.9885, Val F1: 0.4746, Test F1: 0.3784
Mean epoch time of run 0.0102
Iteration:  250
Best Test F1 throughout: 0.6757
Loading best model for final evaluation at val: 0.6610
Best Test F1 after loading saved model: 0.5676
---------------Stats-----------
Mean training epoch runtime: 0.0100
Mean Std of Best Test we could do F1 Score: 0.6865 +/- 0.0216
Mean Std of Test at best Val F1 Score: 0.6270 +/- 0.0397
Mean Std of Loaded best Val model Test F1 Score: 0.6162 +/- 0.0265
Mean convergence number: 250.0000 +/- 0.0000, [250, 250, 250, 250, 250]
-------------------------------
Wisconsin
Graph has fewer than 500000 nodes; don't do graph partition
Run: 0
*Epoch 0, model saved with Loss: 1.7099, Train F1: 0.5083, Val F1: 0.2750, Test F1: 0.2549
Epoch 0, Loss: 1.7099, Train F1: 0.5083, Val F1: 0.2750, Test F1: 0.2549
*Epoch 1, model saved with Loss: 1.3779, Train F1: 0.6750, Val F1: 0.5375, Test F1: 0.5098
*Epoch 2, model saved with Loss: 1.1821, Train F1: 0.6750, Val F1: 0.5625, Test F1: 0.5294
*Epoch 3, model saved with Loss: 1.0677, Train F1: 0.7667, Val F1: 0.5875, Test F1: 0.5686
*Epoch 4, model saved with Loss: 1.6777, Train F1: 0.7917, Val F1: 0.6250, Test F1: 0.6078
*Epoch 6, model saved with Loss: 1.4824, Train F1: 0.8333, Val F1: 0.6500, Test F1: 0.6275
*Epoch 7, model saved with Loss: 1.3487, Train F1: 0.8750, Val F1: 0.6750, Test F1: 0.6667
*Epoch 8, model saved with Loss: 1.1780, Train F1: 0.9083, Val F1: 0.7000, Test F1: 0.6667
